"","X.2","X.1","X","Depth","Location","Status","Site","Sample","PeriodLength","mean.relief","sd.relief","rock","macroalgae","hard.corals","sand","reef","Metric","response"
"715",715,715,715,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.0.large",12
"716",716,716,716,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.1.large",5
"717",717,717,717,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.2.large",36
"718",718,718,718,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.0.small",1
"719",719,719,719,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.1.small",0
"720",720,720,720,1.5,"Pihaena","Fished","POL4W","POL4W.6",1.4373,1.69230769230769,0.932227235735804,0.390532544378698,0.319526627218935,0.0946745562130177,0.195266272189349,0.804733727810651,"Abundance.TargetLoc.2.small",5
"721",721,721,721,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.0.large",6
"722",722,722,722,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.1.large",1
"723",723,723,723,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.2.large",18
"724",724,724,724,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.0.small",6
"725",725,725,725,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.1.small",0
"726",726,726,726,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.1",2.4369,1.32380952380952,1.08747447445939,0.247619047619048,0,0.123809523809524,0.561904761904762,0.371428571428571,"Abundance.TargetLoc.2.small",32
"727",727,727,727,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.0.large",9
"728",728,728,728,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.1.large",5
"729",729,729,729,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.2.large",17
"730",730,730,730,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.0.small",7
"731",731,731,731,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.1.small",2
"732",732,732,732,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.2",2.272,1.35922330097087,1.08333516378764,0.116504854368932,0,0.242718446601942,0.563106796116505,0.359223300970874,"Abundance.TargetLoc.2.small",15
"733",733,733,733,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.0.large",4
"734",734,734,734,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.1.large",8
"735",735,735,735,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.2.large",55
"736",736,736,736,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.0.small",9
"737",737,737,737,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.1.small",0
"738",738,738,738,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.3",2.3682,1.60909090909091,1.11779151972448,0.109090909090909,0,0.381818181818182,0.481818181818182,0.490909090909091,"Abundance.TargetLoc.2.small",9
"739",739,739,739,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.0.large",10
"740",740,740,740,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.1.large",101
"741",741,741,741,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.2.large",25
"742",742,742,742,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.0.small",5
"743",743,743,743,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.1.small",3
"744",744,744,744,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.4",2.9457,1.76470588235294,1.01646320021474,0.264705882352941,0,0.303921568627451,0.382352941176471,0.568627450980392,"Abundance.TargetLoc.2.small",31
"745",745,745,745,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.0.large",14
"746",746,746,746,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.1.large",5
"747",747,747,747,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.2.large",37
"748",748,748,748,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.0.small",1
"749",749,749,749,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.1.small",2
"750",750,750,750,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.5",2.6279,1.85593220338983,0.898958787346361,0.169491525423729,0.00847457627118644,0.525423728813559,0.271186440677966,0.703389830508475,"Abundance.TargetLoc.2.small",79
"751",751,751,751,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.0.large",14
"752",752,752,752,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.1.large",4
"753",753,753,753,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.2.large",14
"754",754,754,754,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.0.small",2
"755",755,755,755,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.1.small",0
"756",756,756,756,1.5,"Tetaiuo","No-take","TeIL1","TeIL1.6",3.1253,2.23809523809524,0.740631351304277,0.0761904761904762,0,0.752380952380952,0.0952380952380952,0.828571428571429,"Abundance.TargetLoc.2.small",14
"757",757,757,757,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.0.large",12
"758",758,758,758,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.1.large",2
"759",759,759,759,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.2.large",14
"760",760,760,760,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.0.small",7
"761",761,761,761,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.1.small",0
"762",762,762,762,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.1",2.3832,1.17821782178218,1.11710375170761,0.0495049504950495,0,0.306930693069307,0.613861386138614,0.356435643564356,"Abundance.TargetLoc.2.small",6
"763",763,763,763,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.0.large",6
"764",764,764,764,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.1.large",3
"765",765,765,765,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.2.large",26
"766",766,766,766,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.0.small",3
"767",767,767,767,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.1.small",4
"768",768,768,768,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.2",2.2283,1.04,0.994124151342692,0.02,0,0.24,0.67,0.26,"Abundance.TargetLoc.2.small",6
"769",769,769,769,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.0.large",1
"770",770,770,770,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.1.large",11
"771",771,771,771,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.2.large",25
"772",772,772,772,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.0.small",2
"773",773,773,773,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.1.small",0
"774",774,774,774,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.TargetLoc.2.small",9
"775",775,775,775,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.0.large",10
"776",776,776,776,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.1.large",17
"777",777,777,777,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.2.large",23
"778",778,778,778,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.0.small",3
"779",779,779,779,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.1.small",0
"780",780,780,780,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.TargetLoc.2.small",40
"781",781,781,781,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.0.large",9
"782",782,782,782,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.1.large",8
"783",783,783,783,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.2.large",27
"784",784,784,784,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.0.small",5
"785",785,785,785,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.1.small",0
"786",786,786,786,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.TargetLoc.2.small",16
"787",787,787,787,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.0.large",14
"788",788,788,788,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.1.large",9
"789",789,789,789,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.2.large",5
"790",790,790,790,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.0.small",4
"791",791,791,791,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.1.small",0
"792",792,792,792,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.TargetLoc.2.small",9
"793",793,793,793,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.0.large",18
"794",794,794,794,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.1.large",4
"795",795,795,795,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.2.large",35
"796",796,796,796,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.0.small",16
"797",797,797,797,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.1.small",1
"798",798,798,798,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.TargetLoc.2.small",20
"799",799,799,799,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.0.large",18
"800",800,800,800,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.1.large",4
"801",801,801,801,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.2.large",32
"802",802,802,802,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.0.small",8
"803",803,803,803,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.1.small",2
"804",804,804,804,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.TargetLoc.2.small",35
"805",805,805,805,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.0.large",13
"806",806,806,806,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.1.large",6
"807",807,807,807,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.2.large",27
"808",808,808,808,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.0.small",5
"809",809,809,809,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.1.small",1
"810",810,810,810,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.TargetLoc.2.small",25
"811",811,811,811,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.0.large",20
"812",812,812,812,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.1.large",6
"813",813,813,813,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.2.large",33
"814",814,814,814,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.0.small",6
"815",815,815,815,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.1.small",2
"816",816,816,816,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.TargetLoc.2.small",61
"817",817,817,817,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.0.large",14
"818",818,818,818,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.1.large",5
"819",819,819,819,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.2.large",29
"820",820,820,820,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.0.small",4
"821",821,821,821,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.1.small",2
"822",822,822,822,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.TargetLoc.2.small",59
"823",823,823,823,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.0.large",20
"824",824,824,824,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.1.large",5
"825",825,825,825,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.2.large",32
"826",826,826,826,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.0.small",8
"827",827,827,827,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.1.small",2
"828",828,828,828,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.TargetLoc.2.small",37
"829",829,829,829,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.0.large",5
"830",830,830,830,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.1.large",2
"831",831,831,831,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.2.large",2
"832",832,832,832,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.0.small",8
"833",833,833,833,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.1.small",1
"834",834,834,834,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.TargetLoc.2.small",33
"835",835,835,835,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.TargetLoc.0.large",10
"836",836,836,836,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.TargetLoc.1.large",3
