FAMILY	GENUS	SPECIES	CAAB CODE			
Channichthyidae	Channichthys		37407903			
Chanidae	Chanos		37142901			
Bothidae	Chascanopsetta		37460906			
Chauliodontidae	Chauliodus		37111901			
Chaunacidae	Chaunacops		37211901			
Chaunacidae	Chaunax		37211902			
Labridae	Cheilinus		37384908			
Labridae	Cheilio		37384909			
Cheilodactylidae	Cheilodactylus		37377902			
Apogonidae	Cheilodipterus		37327906			
Callipallenidae	Cheilopallene		33011904			
Exocoetidae	Cheilopogon		37233901			
Pomacentridae	Cheiloprion		37372906			
Triglidae	Chelidonichthys		37288905			
Serranidae	Chelidoperca		37311924			
Chaetodontidae	Chelmon		37365907			
Chaetodontidae	Chelmonops		37365908			
Tetraodontidae	Chelonodon		37467903			
Apistidae	Cheroscorpaena		37287910			
Chiasmodontidae	Chiasmodon		37402901			
Diodontidae	Chilomycterus		37469902			
Hemiscylliidae	Chiloscyllium		37013902			
Chimaeridae	Chimaera		37042902			
Channichthyidae	Chionobathyscus		37407904			
Chirocentridae	Chirocentrus		37087901			
Chironemidae	Chironemus		37375901			
Notopteridae	Chitala		37091901			
Gobiidae	Chlamydogobius		37428921			
Chlamydoselachidae	Chlamydoselachus		37006901			
Chlorophthalmidae	Chlorophthalmus		37120903			
Scaridae	Chlorurus		37386904			
Labridae	Choerodon		37384902			
Syngnathidae	Choeroichthys		37282905			
Styelidae	Chorizocarpa		35033905			
Percophidae	Chrionema		37393903			
Serranidae	Chromileptes		37311925			
Pomacentridae	Chromis		37372907			
Pomacentridae	Chrysiptera		37372908			
Sciaenidae	Chrysochir		37354908			
Cichlidae	Cichlasoma		37371902			
Ammotheidae	Cilunculus		33012906			
Ariidae	Cinetodus		37188903			
Cionidae	Ciona		35010901			
Squalidae	Cirrhigaleus		37020911			
Labridae	Cirrhilabrus		37384910			
Ophichthidae	Cirrhimuraena		37068906			
Cirrhitidae	Cirrhitichthys		37374902			
Cirrhitidae	Cirrhitus		37374903			
Blenniidae	Cirripectes		37408904			
Citharidae	Citharoides		37458902			
Clariidae	Clarias		37182901			
Pyuridae	Claudenus		35032903			
Clavelinidae	Clavelina		35011901			
Monocentrididae	Cleidopus		37259901			
Didemnidae	Clitella		35013902			
Clupeidae	Clupea		37085909			
Styelidae	Cnemidocarpa		35033906			
Plotosidae	Cnidoglanis		37192902			
Evermannellidae	Coccorella		37130901			
Gobiesocidae	Cochleoceps		37206903			
Platycephalidae	Cociella		37296906			
Aploactinidae	Cocotropus		37290906			
Ogcocephalidae	Coelophrys		37212901			
Macrouridae	Coelorinchus		37232900			
Engraulidae	Coilia		37086750			
Pleuronectidae	Colistium		37461903			
Colocongridae	Coloconger		37067908			
Colossendeidae	Colossendeis		33014901			
Monacanthidae	Colurodontis		37465918			
Protopolyclinidae	Condominium		35020901			
Congridae	Conger		37067909			
Congiopodidae	Congiopodus		37298901			
Congridae	Congriscus		37067910			
Congrogadidae	Congrogadus		37411902			
Gobiesocidae	Conidens		37206904			
Labridae	Conniella		37384911			
Alepocephalidae	Conocara		37114907			
Tetraodontidae	Contusus		37467904			
Priacanthidae	Cookeolus		37326902			
Chaetodontidae	Coradion		37365909			
Corellidae	Corella		35003901			
Labridae	Coris		37384912			
Corellidae	Corynascidia		35003902			
Coryphaenidae	Coryphaena		37338901			
Macrouridae	Coryphaenoides		37232902			
Syngnathidae	Corythoichthys		37282906			
Syngnathidae	Cosmocampus		37282907			
Tetrarogidae	Cottapistus		37287911			
Leptoscopidae	Crapatalus		37398901			
Atherinidae	Craterocephalus		37246905			
Creediidae	Creedia		37395901			
Mugilidae	Crenimugil		37381902			
Gobiesocidae	Creocele		37206905			
Gobiidae	Cristatogobius		37428922			
Clinidae	Cristiceps		37416901			
Bothidae	Crossorhombus		37460907			
Blenniidae	Crossosalarias		37408905			
Channichthyidae	Cryodraco		37407905			
Gobiidae	Cryptocentroides		37428923			
Gobiidae	Cryptocentrus		37428924			
Ceratiidae	Cryptopsaras		37220902			
Acanthuridae	Ctenochaetus		37437902			
Gobiidae	Ctenogobiops		37428925			
Gobiidae	Ctenotrypauchen		37428926			
Pyuridae	Ctenyura		35032904			
Nomeidae	Cubiceps		37446902			
Pyuridae	Culeolus		35032905			
Scombridae	Cybiosarda		37441916			
Diodontidae	Cyclichthys		37469903			
Salpidae	Cyclosalpa		35103902			
Gonostomatidae	Cyclothone		37106902			
Cyematidae	Cyema		37077901			
Bathydraconidae	Cygnodraco		37406904			
Platycephalidae	Cymbacephalus		37296907			
Labridae	Cymolutes		37384913			
Cynoglossidae	Cynoglossus		37463901			
Macrouridae	Cynomacrurus		37232907			
Pseudochromidae	Cypho		37313904			
Cirrhitidae	Cyprinocirrhites		37374904			
Cyprinidae	Cyprinus		37165902			
Exocoetidae	Cypselurus		37233902			
Polycitoridae	Cystodytes		35018902			
Zeidae	Cyttomimus		37264901			
Zeidae	Cyttopsis		37264902			
Cyttidae	Cyttus		37264903			
Channichthyidae	Dacodraco		37407906			
Cheilodactylidae	Dactylophora		37377903			
Dactylopteridae	Dactyloptena		37308902			
Callionymidae	Dactylopus		37427905			
Bythitidae	Dactylosurculus		37228915			
Dalatiidae	Dalatias		37020912			
Ophidiidae	Dannevigia		37228916			
Pomacentridae	Dascyllus		37372909			
Dasyatidae	Dasyatis		37035901			
Centrophoridae	Deania		37020913			
Carangidae	Decapterus		37337901			
Labridae	Decodon		37384914			
Colossendeidae	Decolopoda		33014902			
Ambassidae	Denariusa		37310902			
Pteroidae	Dendrochirus		37287912			
Dentatherinidae	Dentatherina		37246906			
Sparidae	Dentex		37353906			
Rajidae	Dentiraja		37031903			
Derichthyidae	Derichthys		37073901			
Oneirodidae	Dermatias		37216902			
Bythitidae	Dermatopsis		37228917			
Bythitidae	Dermatopsoides		37228918			
Trachipteridae	Desmodema		37271901			
Gobiesocidae	Diademichthys		37206906			
Haemulidae	Diagramma		37350905			
Bythitidae	Diancistrus		37228919			
Myctophidae	Diaphus		37122906			
Synaphobranchidae	Diastobranchus		37070901			
Tetrabrachiidae	Dibrachichthys		37210904			
Ogcocephalidae	Dibranchus		37212902			
Diceratiidae	Diceratias		37214902			
Diodontidae	Dicotylichthys		37469904			
Ophidiidae	Dicrolene		37228920			
Didemnidae	Didemnum		35013903			
Bythitidae	Didymothallus		37228921			
Zoarcidae	Dieidolycus		37231901			
Bythitidae	Dinematichthys		37228922			
Dinolestidae	Dinolestes		37327907			
Diodontidae	Diodon		37469905			
Myctophidae	Diogenichthys		37122907			
Bythitidae	Diplacanthopoma		37228923			
Congridae	Diploconger		37067911			
Callionymidae	Diplogrammus		37427906			
Gonostomatidae	Diplophos		37106903			
Grammistidae	Diploprion		37312903			
Didemnidae	Diplosoma		35013904			
Gempylidae	Diplospinus		37439902			
Labridae	Diproctacanthus		37384915			
Caesionidae	Dipterygonotus		37346921			
Rajidae	Dipturus		37031904			
Bythitidae	Dipulus		37228924			
Diretmidae	Diretmichthys		37254901			
Diretmidae	Diretmus		37254902			
Pomacentridae	Dischistodus		37372910			
Gobiidae	Discordipinna		37428927			
Gobiesocidae	Discotrema		37206907			
Nototheniidae	Dissostichus		37404902			
Holozoidae	Distaplia		35015901			
Hydrophiidae	Disteira		39125904			
Colossendeidae	Dodecolopoda		33014903			
Acropomatidae	Doederleinia		37311926			
Bathylagidae	Dolicholagus		37098904			
Doliolidae	Dolioletta		35102901			
Doliolidae	Doliolum		35102902			
Artedidraconidae	Dolloidraco		37405902			
Oneirodidae	Dolopichthys		37216903			
Syngnathidae	Doryrhamphus		37282908			
Labridae	Dotalabrus		37384916			
Drepaneidae	Drepane		37362901			
Gobiidae	Drombus		37428928			
Ritterellidae	Dumus		35023901			
Syngnathidae	Dunckerocampus		37282909			
Clupeidae	Dussumieria		37085910			
Chiasmodontidae	Dysalotus		37402902			
Psychrolutidae	Ebinania		37305901			
Pteroidae	Ebosia		37287913			
Ophichthidae	Echelus		37068907			
Echeneidae	Echeneis		37336901			
Muraenidae	Echidna		37060902			
Gobiidae	Echinogobius		37428929			
Antennariidae	Echinophryne		37210905			
Echinorhinidae	Echinorhinus		37022901			
Carapidae	Echiodon		37229902			
Melanostomiidae	Echiostoma		37109902			
Blenniidae	Ecsenius		37408906			
Perophoridae	Ecteinascidia		35004901			
Setarchidae	Ectreposebastes		37287914			
Kuhliidae	Edelia		37323901			
Liparidae	Edentoliparis		37307902			
Moridae	Eeyorius		37224905			
Gobiidae	Egglestonichthys		37428930			
Alepocephalidae	Einara		37114908			
Carangidae	Elagatis		37337918			
Platycephalidae	Elates		37296908			
Myctophidae	Electrona		37122901			
Eleotridae	Eleotris		37429906			
Polynemidae	Eleutheronema		37383903			
Elopidae	Elops		37053901			
Aphyonidae	Ematops		37228925			
Emmelichthyidae	Emmelichthys		37345901			
Hydrophiidae	Emydocephalus		39125905			
Carapidae	Encheliophis		37229903			
Muraenidae	Enchelycore		37060903			
Muraenidae	Enchelynassa		37060904			
Blenniidae	Enchelyurus		37408907			
Engraulidae	Encrasicholina		37086904			
Endeidae	Endeis		33016901			
Engraulidae	Engraulis		37086905			
Bothidae	Engyprosopon		37460908			
Hydrophiidae	Enhydrina		39125906			
Percophidae	Enigmapercis		37393904			
Tripterygiidae	Enneapterygius		37415904			
Enoplosidae	Enoplosus		37366901			
Blenniidae	Entomacrodus		37408908			
Callionymidae	Eocallionymus		37427907			
Ophidiidae	Epetriodus		37228926			
Hydrophiidae	Ephalophis		39125907			
Labridae	Epibulus		37384917			
Branchiostomidae	Epigonichthys		36210902			
Epigonidae	Epigonus		37327900			
Serranidae	Epinephelides		37311927			
Serranidae	Epinephelus		37311911			
Myxinidae	Eptatretus		37004901			
Leiognathidae	Equulites		37341903			
Ophidiidae	Eretmichthys		37228927			
Aploactinidae	Erisphex		37290907			
Synanceiidae	Erosa		37287915			
Emmelichthyidae	Erythrocles		37345902			
Clupeidae	Escualosa		37085911			
Lutjanidae	Etelis		37346914			
Etmopteridae	Etmopterus		37020907			
Clupeidae	Etrumeus		37085912			
Monacanthidae	Eubalichthys		37465919			
Pycnoclavellidae	Euclavella		35022901			
Euclichthyidae	Euclichthys		37224906			
Polycitoridae	Eucoelium		35018903			
Orectolobidae	Eucrossorhinus		37013903			
Polycitoridae	Eudistoma		35018904			
Gobiidae	Eugnathogobius		37428931			
Molgulidae	Eugyra		35031901			
Euherdmaniidae	Euherdmania		35014901			
Hemiramphidae	Euleptorhamphus		37234902			
Lophotidae	Eumecichthys		37270901			
Bramidae	Eumegistus		37342902			
Labridae	Eupetrichthys		37384918			
Astronesthidae	Eupogonesthes		37108903			
Dalatiidae	Euprotomicrus		37020914			
Plotosidae	Euristhmus		37192903			
Ammotheidae	Eurycyde		33012907			
Pegasidae	Eurypegasus		37309901			
Eurypharyngidae	Eurypharynx		37079901			
Carapidae	Eurypleuron		37229904			
Sphyrnidae	Eusphyra		37019901			
Melanostomiidae	Eustomias		37109903			
Bythitidae	Eusurculus		37228928			
Styelidae	Eusynstyela		35033907			
Scombridae	Euthynnus		37441917			
Evermannellidae	Evermannella		37130902			
Gobiidae	Eviota		37428932			
Pentacerotidae	Evistias		37367902			
Blenniidae	Exallias		37408909			
Exocoetidae	Exocoetus		37233903			
Polycitoridae	Exostoma		35018905			
Gobiidae	Exyrias		37428933			
Gobiidae	Favonigobius		37428934			
Gobiidae	Feia		37428935			
Sagittidae	Ferosagitta		36027907			
Tetraodontidae	Feroxodon		37467905			
Syngnathidae	Festucalex		37282910			
Scyliorhinidae	Figaro		37015907			
Syngnathidae	Filicampus		37282911			
Bythitidae	Fiordichthys		37228929			
Fistulariidae	Fistularia		37278900			
Sagittidae	Flaccisagitta		36027901			
Melanostomiidae	Flagellostomias		37109904			
Apogonidae	Foa		37327908			
Callionymidae	Foetorepus		37427908			
Chaetodontidae	Forcipiger		37365910			
Tripterygiidae	Forsterygion		37415905			
Apogonidae	Fowleria		37327909			
Plesiopidae	Fraudella		37316903			
Fritillariidae	Fritillaria		35201901			
Triakidae	Furgaleus		37017902			
Gobiidae	Fusigobius		37428936			
Moridae	Gadella		37224907			
Bathygadidae	Gadomus		37232908			
Gadopsidae	Gadopsis		37373901			
Gadidae	Gadus		37226901			
Phycidae	Gaidropsarus		37226902			
Galaxiidae	Galaxias		37102901			
Galaxiidae	Galaxiella		37102902			
Carcharhinidae	Galeocerdo		37018905			
Triakidae	Galeorhinus		37017903			
Scyliorhinidae	Galeus		37015908			
Poeciliidae	Gambusia		37244901			
Peristediidae	Gargariscus		37288906			
Scombridae	Gasterochisma		37441918			
Congridae	Gavialiceps		37067912			
Leiognathidae	Gazza		37341904			
Gempylidae	Gempylus		37439903			
Pomacanthidae	Genicanthus		37365911			
Ophidiidae	Genypterus		37228901			
Cichlidae	Geophagus		37371905			
Petromyzontidae	Geotria		37003901			
Trachichthyidae	Gephyroberyx		37255902			
Bathydraconidae	Gerlachea		37406905			
Gerreidae	Gerres		37349901			
Gigantactinidae	Gigantactis		37217901			
Giganturidae	Gigantura		37139901			
Kyphosidae	Girella		37361902			
Eleotridae	Giuris		37429907			
Spengelidae	Glandiceps		36116901			
Glaucosomatidae	Glaucosoma		37320901			
Rhinobatidae	Glaucostegus		37027904			
Apogonidae	Glossamia		37327910			
Argentinidae	Glossanodon		37097902			
Ptychoderidae	Glossobalanus		36117902			
Gobiidae	Glossogobius		37428900			
Carcharhinidae	Glyphis		37018906			
Tetrarogidae	Glyptauchen		37287916			
Blenniidae	Glyptoparus		37408910			
Ophidiidae	Glyptophidium		37228930			
Gnathanacanthidae	Gnathanacanthus		37292902			
Carangidae	Gnathanodon		37337919			
Lethrinidae	Gnathodentex		37351905			
Gobiidae	Gnatholepis		37428937			
Congridae	Gnathophis		37067901			
Gobiidae	Gobiodon		37428938			
Eleotridae	Gobiomorphus		37429908			
Gobiidae	Gobiopsis		37428939			
Gobiidae	Gobiopterus		37428940			
Pseudotriakidae	Gollum		37016901			
Labridae	Gomphosus		37384919			
Myctophidae	Gonichthys		37122908			
Gonorynchidae	Gonorynchus		37141901			
Gonostomatidae	Gonostoma		37106904			
Congridae	Gorgasia		37067913			
Serranidae	Gracila		37311928			
Bothidae	Grammatobothus		37460909			
Scombridae	Grammatorcynus		37441919			
Grammicolepididae	Grammicolepis		37265901			
Grammistidae	Grammistes		37312904			
Grammistidae	Grammistops		37312905			
Bythitidae	Grammonus		37228931			
Microdesmidae	Gunnellichthys		37435902			
Moridae	Guttigadus		37224908			
Percichthyidae	Guyu		37311929			
Nototheniidae	Gvozdarus		37404903			
Tetrarogidae	Gymnapistes		37287917			
Apogonidae	Gymnapogon		37327911			
Lethrinidae	Gymnocranius		37351901			
Bathydraconidae	Gymnodraco		37406906			
Muraenidae	Gymnomuraena		37060905			
Scombridae	Gymnosarda		37441920			
Myctophidae	Gymnoscopelus		37122909			
Muraenidae	Gymnothorax		37060900			
Gymnuridae	Gymnura		37037901			
Cetomimidae	Gyrinomimus		37132902			
Scyliorhinidae	Halaelurus		37015909			
Bovichtidae	Halaphritis		37403902			
Moridae	Halargyreus		37224909			
Odacidae	Haletta		37385901			
Syngnathidae	Halicampus		37282912			
Labridae	Halichoeres		37384920			
Ogcocephalidae	Halicmetus		37212903			
Ogcocephalidae	Halieutaea		37212904			
Ogcocephalidae	Halieutopsis		37212905			
Syngnathidae	Haliichthys		37282913			
Triacanthodidae	Halimochirurgus		37464902			
Pyuridae	Halocynthia		35032906			
Batrachoididae	Halophryne		37205902			
Halosauridae	Halosauropsis		37081902			
Halosauridae	Halosaurus		37081903			
Terapontidae	Hannia		37321904			
Haemulidae	Hapalogenys		37350906			
Macrouridae	Haplomacrourus		37232909			
Linophrynidae	Haplophryne		37222901			
Harpadontidae	Harpadon		37119900			
Rhinochimaeridae	Harriotta		37044901			
Pyuridae	Hartmeyeria		35032907			
Bythitidae	Hastatobythites		37228932			
Gobiidae	Hazeus		37428941			
Colossendeidae	Hedgpethia		33014904			
Tripterygiidae	Helcogramma		37415906			
Sebastidae	Helicolenus		37287918			
Salpidae	Helicosalpa		35103903			
Ariidae	Hemiarius		37188904			
Ammotheidae	Hemichela		33012908			
Hemigaleidae	Hemigaleus		37018907			
Pomacentridae	Hemiglyphidodon		37372911			
Gobiidae	Hemigobius		37428942			
Labridae	Hemigymnus		37384921			
Peristediidae	Heminodus		37288907			
Hemigaleidae	Hemipristis		37018908			
Hemiramphidae	Hemiramphus		37234903			
Hemiscylliidae	Hemiscyllium		37013904			
Chaetodontidae	Hemitaurichthys		37365912			
Triakidae	Hemitriakis		37017904			
Chaetodontidae	Heniochus		37365913			
Terapontidae	Hephaestus		37321905			
Hexanchidae	Heptranchias		37005901			
Syngnathidae	Heraldia		37282914			
Pyuridae	Herdmania		35032908			
Clupeidae	Herklotsichthys		37085905			
Alepocephalidae	Herwigia		37114909			
Gobiidae	Hetereleotris		37428943			
Clinidae	Heteroclinus		37416902			
Congridae	Heteroconger		37067914			
Heterodontidae	Heterodontus		37007800			
Soleidae	Heteromycteris		37462904			
Nymphonidae	Heteronymphon		33010901			
Astronesthidae	Heterophotus		37108904			
Priacanthidae	Heteropriacanthus		37326903			
Odacidae	Heteroscarus		37385902			
Hexanchidae	Hexanchus		37005902			
Ariidae	Hexanematichthys		37188905			
Hexatrygonidae	Hexatrygon		37037902			
Himantolophidae	Himantolophus		37215901			
Dasyatidae	Himantura		37035902			
Aulopidae	Hime		37117902			
Syngnathidae	Hippichthys		37282915			
Syngnathidae	Hippocampus		37282900			
Scaridae	Hipposcarus		37386905			
Scorpaenidae	Hipposcorpaena		37287919			
Exocoetidae	Hirundichthys		37233904			
Synaphobranchidae	Histiobranchus		37070902			
Artedidraconidae	Histiodraco		37405903			
Syngnathidae	Histiogamphelus		37282916			
Antennariidae	Histiophryne		37210906			
Pentacerotidae	Histiopterus		37367903			
Antennariidae	Histrio		37210907			
Ophidiidae	Holcomycteronus		37228933			
Labridae	Hologymnosus		37384922			
Platytroctidae	Holtbyrnia		37115901			
Ophidiidae	Homostolus		37228934			
Hoplichthyidae	Hoplichthys		37297901			
Ophidiidae	Hoplobrotula		37228935			
Malacanthidae	Hoplolatilus		37331902			
Trachichthyidae	Hoplostethus		37255903			
Howellidae	Howella		37327912			
Hydrophiidae	Hydrelaps		39125908			
Chimaeridae	Hydrolagus		37042901			
Hydrophiidae	Hydrophis		39125909			
Myctophidae	Hygophum		37122910			
Macrouridae	Hymenocephalus		37232910			
Clupeidae	Hyperlophus		37085913			
Centrolophidae	Hyperoglyphe		37445905			
Hypnidae	Hypnos		37028901			
Atherinidae	Hypoatherina		37246907			
Holozoidae	Hypodistoma		35015902			
Triakidae	Hypogaleus		37017905			
Serranidae	Hypoplectrodes		37311930			
Ophidiidae	Hypopleuron		37228936			
Latidae	Hypopterus		37310903			
Hemiramphidae	Hyporhamphus		37234904			
Eleotridae	Hypseleotris		37429909			
Syngnathidae	Hypselognathus		37282917			
Holozoidae	Hypsistozoa		35015903			
Triakidae	Iago		37017906			
Ophichthidae	Ichthyapus		37068908			
