FAMILY	GENUS	SPECIES	CAAB CODE
Blenniidae	Cirripectes	hutchinsi	37408014
Blenniidae	Cirripectes	polyzona	37408015
Blenniidae	Cirripectes	quagga	37408016
Blenniidae	Cirripectes	stigmaticus	37408017
Blenniidae	Cirrisalarias	bunares	37408104
Blenniidae	Crossosalarias	macrospilus	37408018
Blenniidae	Ecsenius	aequalis	37408019
Blenniidae	Ecsenius	alleni	37408020
Blenniidae	Ecsenius	australianus	37408021
Blenniidae	Ecsenius	bicolor	37408022
Blenniidae	Ecsenius	fourmanoiri	37408023
Blenniidae	Ecsenius	lineatus	37408025
Blenniidae	Ecsenius	lividanalis	37408026
Blenniidae	Ecsenius	mandibularis	37408027
Blenniidae	Ecsenius	midas	37408028
Blenniidae	Ecsenius	namiyei	37408093
Blenniidae	Ecsenius	oculatus	37408029
Blenniidae	Ecsenius	schroederi	37408030
Blenniidae	Ecsenius	stictus	37408031
Blenniidae	Ecsenius	tigris	37408032
Blenniidae	Ecsenius	trilineatus	37408089
Blenniidae	Ecsenius	yaeyamaensis	37408033
Blenniidae	Enchelyurus	ater	37408086
Blenniidae	Enchelyurus	kraussii	37408035
Blenniidae	Entomacrodus	caudofasciatus	37408105
Blenniidae	Entomacrodus	decussatus	37408036
Blenniidae	Entomacrodus	epalzeocheilos	37408106
Blenniidae	Entomacrodus	niuafoouensis	37408107
Blenniidae	Entomacrodus	striatus	37408037
Blenniidae	Entomacrodus	thalassinus	37408038
Blenniidae	Entomacrodus	vermiculatus	37408108
Blenniidae	Exallias	brevis	37408039
Blenniidae	Glyptoparus	delicatulus	37408040
Blenniidae	Istiblennius	bellus	37408109
Blenniidae	Istiblennius	dussumieri	37408044
Blenniidae	Istiblennius	edentulus	37408043
Blenniidae	Istiblennius	lineatus	37408045
Blenniidae	Istiblennius	meleagris	37408046
Blenniidae	Laiphognathus	multimaculatus	37408050
Blenniidae	Meiacanthus	atrodorsalis	37408051
Blenniidae	Meiacanthus	ditrema	37408052
Blenniidae	Meiacanthus	grammistes	37408005
Blenniidae	Meiacanthus	lineatus	37408053
Blenniidae	Meiacanthus	luteus	37408054
Blenniidae	Meiacanthus	naevius	37408055
Blenniidae	Meiacanthus	phaeus	37408096
Blenniidae	Meiacanthus	reticulatus	37408097
Blenniidae	Mimoblennius	atrocinctus	37408056
Blenniidae	Nannosalarias	nativitatis	37408057
Blenniidae	Omobranchus	anolius	37408058
Blenniidae	Omobranchus	elongatus	37408059
Blenniidae	Omobranchus	ferox	37408060
Blenniidae	Omobranchus	germaini	37408061
Blenniidae	Omobranchus	lineolatus	37408062
Blenniidae	Omobranchus	punctatus	37408063
Blenniidae	Omobranchus	robertsi	37408092
Blenniidae	Omobranchus	rotundiceps	37408064
Blenniidae	Omobranchus	verticalis	37408065
Blenniidae	Omox	biporos	37408066
Blenniidae	Parablennius	intermedius	37408067
Blenniidae	Parablennius	laticlavius	37408090
Blenniidae	Parablennius	postoculomaculatus	37408068
Blenniidae	Parablennius	serratolineatus	37408110
Blenniidae	Parablennius	tasmanianus	37408002
Blenniidae	Parenchelyurus	hepburni	37408069
Blenniidae	Parenchelyurus	hyena	37408070
Blenniidae	Petroscirtes	breviceps	37408071
Blenniidae	Petroscirtes	fallax	37408072
Blenniidae	Petroscirtes	lupus	37408073
Blenniidae	Petroscirtes	mitratus	37408074
Blenniidae	Petroscirtes	variabilis	37408003
Blenniidae	Petroscirtes	xestus	37408091
Blenniidae	Plagiotremus	laudandus	37408075
Blenniidae	Plagiotremus	rhinorhynchos	37408004
Blenniidae	Plagiotremus	tapeinosoma	37408076
Blenniidae	Praealticus	natalis	37408111
Blenniidae	Rhabdoblennius	rhabdotrachelus	37408077
Blenniidae	Rhabdoblennius	snowi	37408112
Blenniidae	Salarias	alboguttatus	37408080
Blenniidae	Salarias	ceramensis	37408098
Blenniidae	Salarias	fasciatus	37408079
Blenniidae	Salarias	guttatus	37408078
Blenniidae	Salarias	ramosus	37408099
Blenniidae	Salarias	sexfilum	37408083
Blenniidae	Salarias	sinuosus	37408081
Blenniidae	Stanulus	seychellensis	37408084
Blenniidae	Stanulus	talboti	37408085
Blenniidae	Xiphasia	matsubarai	37408087
Blenniidae	Xiphasia	setifer	37408001
Bothidae	Arnoglossus	andrewsi	37460027
Bothidae	Arnoglossus	armstrongi	37460028
Bothidae	Arnoglossus	bassensis	37460029
Bothidae	Arnoglossus	dalgleishi	37460084
Bothidae	Arnoglossus	elongatus	37460020
Bothidae	Arnoglossus	fisoni	37460043
Bothidae	Arnoglossus	japonicus	37460034
Bothidae	Arnoglossus	macrolophus	37460063
Bothidae	Arnoglossus	micrommatus	37460059
Bothidae	Arnoglossus	muelleri	37460030
Bothidae	Arnoglossus	nigrifrons	37460072
Bothidae	Arnoglossus	polyspilus	37460071
Bothidae	Arnoglossus	tenuis	37460044
Bothidae	Arnoglossus	waitei	37460045
Bothidae	Asterorhombus	cocosensis	37460057
Bothidae	Asterorhombus	filifer	37460083
Bothidae	Asterorhombus	intermedius	37460046
Bothidae	Bothus	mancus	37460047
Bothidae	Bothus	myriaster	37460042
Bothidae	Bothus	pantherinus	37460048
Bothidae	Bothus	swio	37460073
Bothidae	Chascanopsetta	lugubris	37460049
Bothidae	Crossorhombus	azureus	37460019
Bothidae	Crossorhombus	howensis	37460058
Bothidae	Crossorhombus	valderostratus	37460066
Bothidae	Engyprosopon	bleekeri	37460050
Bothidae	Engyprosopon	grandisquama	37460012
Bothidae	Engyprosopon	hureaui	37460067
Bothidae	Engyprosopon	latifrons	37460039
Bothidae	Engyprosopon	longipterum	37460068
Bothidae	Engyprosopon	maldivensis	37460013
Bothidae	Engyprosopon	osculus	37460024
Bothidae	Engyprosopon	praeteritus	37460021
Bothidae	Grammatobothus	pennatus	37460016
Bothidae	Grammatobothus	polyophthalmus	37460010
Bothidae	Japonolaeops	dentatus	37460075
Bothidae	Kamoharaia	megastoma	37460006
Bothidae	Laeops	kitaharae	37460051
Bothidae	Laeops	parviceps	37460022
Bothidae	Lophonectes	gallus	37460001
Bothidae	Neolaeops	microphthalmus	37460077
Bothidae	Parabothus	coarctatus	37460078
Bothidae	Parabothus	kiensis	37460053
Bothidae	Parabothus	polylepis	37460081
Bothidae	Parabothus	taiwanensis	37460079
Bothidae	Psettina	gigantea	37460033
Bothidae	Psettina	iijimae	37460017
Bothidae	Psettina	senta	37460061
Bothidae	Psettina	tosana	37460026
Bothidae	Psettina	variegata	37460062
Bothidae	Taeniopsetta	ocellata	37460064
Bothidae	Tosarhombus	longimanus	37460080
Bovichtidae	Bovichtus	angustifrons	37403001
Bovichtidae	Halaphritis	platycephala	37403004
Bovichtidae	Pseudaphritis	urvillii	37403003
Brachaeluridae	Brachaelurus	colcloughi	37013013
Brachaeluridae	Brachaelurus	waddi	37013007
Brachionichthyidae	Brachionichthys	australis	37209005
Brachionichthyidae	Brachionichthys	hirsutus	37209002
Brachionichthyidae	Brachiopsilus	dianthus	37209009
Brachionichthyidae	Brachiopsilus	dossenus	37209010
Brachionichthyidae	Brachiopsilus	ziebelli	37209006
Brachionichthyidae	Pezichthys	amplispinus	37209011
Brachionichthyidae	Pezichthys	compressus	37209012
Brachionichthyidae	Pezichthys	eltanini	37209013
Brachionichthyidae	Pezichthys	macropinnis	37209014
Brachionichthyidae	Pezichthys	nigrocilium	37209015
Brachionichthyidae	Sympterichthys	moultoni	37209016
Brachionichthyidae	Sympterichthys	unipennis	37209003
Brachionichthyidae	Thymichthys	politus	37209004
Brachionichthyidae	Thymichthys	verrucosus	37209001
Bramidae	Brama	australis	37342010
Bramidae	Brama	brama	37342001
Bramidae	Brama	dussumieri	37342011
Bramidae	Brama	myersi	37342012
Bramidae	Brama	orcini	37342004
Bramidae	Brama	pauciradiata	37342009
Bramidae	Eumegistus	illustris	37342005
Bramidae	Pteraclis	aesticola	37342013
Bramidae	Pteraclis	velifera	37342006
Bramidae	Pterycombus	petersii	37342007
Bramidae	Taractes	asper	37342008
Bramidae	Taractes	rubescens	37342014
Bramidae	Taractichthys	longipinnis	37342003
Bramidae	Taractichthys	steindachneri	37342015
Bramidae	Xenobrama	microlepis	37342002
Branchiostomidae	Branchiostoma	belcheri	36210001
Branchiostomidae	Branchiostoma	minucauda	36210002
Branchiostomidae	Branchiostoma	moretonensis	36210003
Branchiostomidae	Epigonichthys	australis	36210004
Branchiostomidae	Epigonichthys	bassanus	36210005
Branchiostomidae	Epigonichthys	cultellus	36210006
Branchiostomidae	Epigonichthys	lucayanum	36210007
Branchiostomidae	Epigonichthys	maldivensis	36210008
Bregmacerotidae	Bregmaceros	atlanticus	37225003
Bregmacerotidae	Bregmaceros	japonicus	37225004
Bregmacerotidae	Bregmaceros	mcclellandi	37225002
Bregmacerotidae	Bregmaceros	nectabanus	37225005
Bregmacerotidae	Bregmaceros	pseudolanceolatus	37225007
Bregmacerotidae	Bregmaceros	rarisquamosus	37225006
Bythitidae	Acarobythites	larsonae	37228054
Bythitidae	Alionematichthys	crassiceps	37228108
Bythitidae	Alionematichthys	piger	37228106
Bythitidae	Alionematichthys	riukiuensis	37228043
Bythitidae	Anacanthobythites	platycephalus	37228104
Bythitidae	Anacanthobythites	tasmaniensis	37228105
Bythitidae	Beaglichthys	bleekeri	37228099
Bythitidae	Beaglichthys	larsonae	37228100
Bythitidae	Beaglichthys	macrophthalmus	37228039
Bythitidae	Brosmolus	longicaudus	37228040
Bythitidae	Brosmophyciops	pautzkei	37228016
Bythitidae	Cataetyx	chthamalorhynchus	37228019
Bythitidae	Cataetyx	niki	37228018
Bythitidae	Dactylosurculus	gomoni	37228046
Bythitidae	Dermatopsis	hoesei	37228097
Bythitidae	Dermatopsis	macrodon	37228020
Bythitidae	Dermatopsoides	morrisonae	37228098
Bythitidae	Diancistrus	alleni	37228089
Bythitidae	Diancistrus	beateae	37228090
Bythitidae	Diancistrus	jeffjohnsoni	37228091
Bythitidae	Diancistrus	leisi	37228092
Bythitidae	Diancistrus	longifilis	37228022
Bythitidae	Diancistrus	mcgroutheri	37228093
Bythitidae	Diancistrus	novaeguineae	37228094
Bythitidae	Didymothallus	criniceps	37228101
Bythitidae	Didymothallus	mizolepis	37228032
Bythitidae	Didymothallus	nudigena	37228113
Bythitidae	Dinematichthys	iluocoeteoides	37228109
Bythitidae	Dinematichthys	trilobatus	37228118
Bythitidae	Diplacanthopoma	kreffti	37228064
Bythitidae	Dipulus	caecus	37228026
Bythitidae	Dipulus	hutchinsi	37228095
Bythitidae	Dipulus	multiradiatus	37228021
Bythitidae	Dipulus	norfolkanus	37228096
Bythitidae	Ematops	randalli	37228116
Bythitidae	Eusurculus	pistillum	37228102
Bythitidae	Fiordichthys	paxtoni	37228030
Bythitidae	Grammonus	robustus	37228071
Bythitidae	Hastatobythites	arafurensis	37228047
Bythitidae	Microbrotula	andersoni	37228115
Bythitidae	Microbrotula	bentleyi	37228087
Bythitidae	Microbrotula	queenslandica	37228088
Bythitidae	Monothrix	polylepis	37228033
Bythitidae	Paradiancistrus	christmasensis	37228114
Bythitidae	Porocephalichthys	dasyrhynchus	37228024
Bythitidae	Pseudonus	squamiceps	37228112
Bythitidae	Saccogaster	brayae	37228119
Bythitidae	Saccogaster	horrida	37228120
Bythitidae	Saccogaster	nikoliviae	37228121
Bythitidae	Saccogaster	tuberculata	37228037
Bythitidae	Timorichthys	disjunctus	37228117
Bythitidae	Zephyrichthys	barryi	37228103
Caesionidae	Caesio	caerulaurea	37346024
Caesionidae	Caesio	cuning	37346018
Caesionidae	Caesio	lunaris	37346061
Caesionidae	Caesio	teres	37346037
Caesionidae	Caesio	xanthonotus	37346074
Caesionidae	Dipterygonotus	balteatus	37346013
Caesionidae	Pterocaesio	chrysozona	37346009
Caesionidae	Pterocaesio	digramma	37346050
Caesionidae	Pterocaesio	lativittata	37346075
Caesionidae	Pterocaesio	marri	37346068
Caesionidae	Pterocaesio	pisang	37346062
Caesionidae	Pterocaesio	tile	37346063
Caesionidae	Pterocaesio	trilineata	37346051
Callanthiidae	Callanthias	allporti	37311004
Callanthiidae	Callanthias	australis	37311055
Callionymidae	Anaora	tentaculata	37427045
Callionymidae	Bathycallionymus	bifilum	37427003
Callionymidae	Bathycallionymus	kailolae	37427041
Callionymidae	Bathycallionymus	moretonensis	37427038
Callionymidae	Calliurichthys	afilum	37427008
Callionymidae	Calliurichthys	australis	37427013
Callionymidae	Calliurichthys	grossi	37427007
Callionymidae	Calliurichthys	ogilbyi	37427036
Callionymidae	Calliurichthys	scaber	37427050
Callionymidae	Dactylopus	dactylopus	37427005
Callionymidae	Diplogrammus	goramensis	37427026
Callionymidae	Diplogrammus	xenicus	37427027
Callionymidae	Eocallionymus	papilio	37427014
Callionymidae	Foetorepus	apricus	37427028
Callionymidae	Foetorepus	australis	37427029
Callionymidae	Foetorepus	calauropomus	37427001
Callionymidae	Foetorepus	delandi	37427052
Callionymidae	Foetorepus	grandoculis	37427043
Callionymidae	Foetorepus	paxtoni	37427044
Callionymidae	Foetorepus	phasis	37427002
Callionymidae	Minysynchiropus	claudiae	37427042
Callionymidae	Neosynchiropus	morrisoni	37427031
Callionymidae	Neosynchiropus	ocellatus	37427032
Callionymidae	Neosynchiropus	stellatus	37427053
Callionymidae	Orbonymus	rameus	37427009
Callionymidae	Paradiplogrammus	corallinus	37427047
Callionymidae	Paradiplogrammus	enneactis	37427018
Callionymidae	Pseudocalliurichthys	brevianalis	37427039
Callionymidae	Pseudocalliurichthys	delicatulus	37427037
Callionymidae	Pseudocalliurichthys	goodladi	37427006
Callionymidae	Pseudocalliurichthys	pleurostictus	37427021
Callionymidae	Pseudocalliurichthys	simplicicornis	37427049
Callionymidae	Pterosynchiropus	occidentalis	37427033
Callionymidae	Pterosynchiropus	splendidus	37427034
Callionymidae	Repomucenus	annulatus	37427016
Callionymidae	Repomucenus	belcheri	37427011
Callionymidae	Repomucenus	calcaratus	37427015
Callionymidae	Repomucenus	filamentosus	37427040
Callionymidae	Repomucenus	keeleyi	37427046
Callionymidae	Repomucenus	leucobranchialis	37427048
Callionymidae	Repomucenus	limiceps	37427012
Callionymidae	Repomucenus	macdonaldi	37427023
Callionymidae	Repomucenus	meridionalis	37427019
Callionymidae	Repomucenus	octostigmatus	37427051
Callionymidae	Repomucenus	russelli	37427022
Callionymidae	Repomucenus	sphinx	37427024
Callionymidae	Repomucenus	sublaevis	37427010
Callionymidae	Spinicapitichthys	draconis	37427017
Callorhinchidae	Callorhinchus	milii	37043001
Caproidae	Antigonia	capros	37267004
Caproidae	Antigonia	malayana	37267003
Caproidae	Antigonia	rhomboidea	37267006
Caproidae	Antigonia	rubescens	37267001
Caproidae	Antigonia	rubicunda	37267007
Caracanthidae	Caracanthus	maculatus	37289001
Caracanthidae	Caracanthus	unipinna	37289002
Carangidae	Alectis	ciliaris	37337018
Carangidae	Alectis	indica	37337038
Carangidae	Alepes	apercna	37337010
Carangidae	Alepes	kleinii	37337036
Carangidae	Alepes	vari	37337067
Carangidae	Atule	mate	37337024
Carangidae	Carangoides	bajad	37337079
Carangidae	Carangoides	caeruleopinnatus	37337021
Carangidae	Carangoides	chrysophrys	37337011
Carangidae	Carangoides	dinema	37337078
Carangidae	Carangoides	equula	37337013
Carangidae	Carangoides	ferdau	37337068
Carangidae	Carangoides	fulvoguttatus	37337037
Carangidae	Carangoides	gymnostethus	37337022
Carangidae	Carangoides	hedlandensis	37337042
Carangidae	Carangoides	humerosus	37337031
Carangidae	Carangoides	malabaricus	37337005
Carangidae	Carangoides	oblongus	37337069
Carangidae	Carangoides	orthogrammus	37337057
Carangidae	Carangoides	plagiotaenia	37337070
Carangidae	Carangoides	talamparoides	37337043
Carangidae	Caranx	bucculentus	37337016
Carangidae	Caranx	crysos	37337750
Carangidae	Caranx	heberi	37337080
Carangidae	Caranx	ignobilis	37337027
Carangidae	Caranx	lugubris	37337053
Carangidae	Caranx	melampygus	37337050
Carangidae	Caranx	papuensis	37337064
Carangidae	Caranx	sexfasciatus	37337039
Carangidae	Caranx	tille	37337049
Carangidae	Decapterus	kurroides	37337056
Carangidae	Decapterus	macarellus	37337055
Carangidae	Decapterus	macrosoma	37337017
Carangidae	Decapterus	muroadsi	37337071
Carangidae	Decapterus	russelli	37337023
Carangidae	Decapterus	tabl	37337060
Carangidae	Elagatis	bipinnulata	37337029
Carangidae	Gnathanodon	speciosus	37337012
Carangidae	Megalaspis	cordyla	37337028
Carangidae	Naucrates	ductor	37337040
Carangidae	Pantolabus	radiatus	37337047
Carangidae	Parastromateus	niger	37337072
Carangidae	Pseudocaranx	dinjerra	37337081
Carangidae	Pseudocaranx	georgianus	37337062
Carangidae	Pseudocaranx	wrighti	37337063
Carangidae	Scomberoides	commersonnianus	37337032
Carangidae	Scomberoides	lysan	37337046
Carangidae	Scomberoides	tala	37337045
Carangidae	Scomberoides	tol	37337044
Carangidae	Selar	boops	37337008
Carangidae	Selar	crumenophthalmus	37337009
Carangidae	Selaroides	leptolepis	37337015
Carangidae	Seriola	dumerili	37337025
Carangidae	Seriola	hippos	37337007
Carangidae	Seriola	lalandi	37337006
Carangidae	Seriola	rivoliana	37337052
Carangidae	Seriolina	nigrofasciata	37337014
Carangidae	Trachinotus	anak	37337073
Carangidae	Trachinotus	baillonii	37337074
Carangidae	Trachinotus	blochii	37337075
Carangidae	Trachinotus	botla	37337066
Carangidae	Trachinotus	coppingeri	37337076
Carangidae	Trachurus	declivis	37337002
Carangidae	Trachurus	murphyi	37337077
Carangidae	Trachurus	novaezelandiae	37337003
Carangidae	Ulua	aurochs	37337041
Carangidae	Ulua	mentalis	37337048
Carangidae	Uraspis	secunda	37337059
Carangidae	Uraspis	uraspis	37337020
Carapidae	Carapus	mourlani	37229006
Carapidae	Carapus	sluiteri	37229017
Carapidae	Echiodon	anchipterus	37229014
Carapidae	Echiodon	rendahli	37229003
Carapidae	Encheliophis	boraborensis	37229007
Carapidae	Encheliophis	gracilis	37229001
Carapidae	Encheliophis	homei	37229002
Carapidae	Encheliophis	vermicularis	37229009
Carapidae	Encheliophis	vermiops	37229015
Carapidae	Eurypleuron	owasianum	37229008
Carapidae	Onuxodon	fowleri	37229013
Carapidae	Onuxodon	margaritiferae	37229004
Carapidae	Onuxodon	parvibrachium	37229010
Carapidae	Pyramodon	lindas	37229016
Carapidae	Pyramodon	punctatus	37229011
Carapidae	Pyramodon	ventralis	37229012
Carapidae	Snyderidia	canina	37229018
Carcharhinidae	Carcharhinus	albimarginatus	37018027
Carcharhinidae	Carcharhinus	altimus	37018012
Carcharhinidae	Carcharhinus	amblyrhynchoides	37018033
Carcharhinidae	Carcharhinus	amblyrhynchos	37018030
Carcharhinidae	Carcharhinus	amboinensis	37018026
Carcharhinidae	Carcharhinus	brachyurus	37018001
Carcharhinidae	Carcharhinus	brevipinna	37018023
Carcharhinidae	Carcharhinus	cautus	37018034
Carcharhinidae	Carcharhinus	coatesi	37018009
Carcharhinidae	Carcharhinus	falciformis	37018008
Carcharhinidae	Carcharhinus	fitzroyensis	37018035
Carcharhinidae	Carcharhinus	galapagensis	37018040
Carcharhinidae	Carcharhinus	leucas	37018021
Carcharhinidae	Carcharhinus	limbatus	37018039
Carcharhinidae	Carcharhinus	longimanus	37018032
Carcharhinidae	Carcharhinus	macloti	37018025
Carcharhinidae	Carcharhinus	melanopterus	37018036
Carcharhinidae	Carcharhinus	obscurus	37018003
Carcharhinidae	Carcharhinus	plumbeus	37018007
Carcharhinidae	Carcharhinus	sorrah	37018013
Carcharhinidae	Carcharhinus	tilstoni	37018014
Carcharhinidae	Galeocerdo	cuvier	37018022
Carcharhinidae	Glyphis	garricki	37018042
Carcharhinidae	Glyphis	glyphis	37018041
Carcharhinidae	Loxodon	macrorhinus	37018005
Carcharhinidae	Negaprion	acutidens	37018029
Carcharhinidae	Prionace	glauca	37018004
Carcharhinidae	Rhizoprionodon	acutus	37018006
Carcharhinidae	Rhizoprionodon	oligolinx	37018037
Carcharhinidae	Rhizoprionodon	taylori	37018024
Carcharhinidae	Scoliodon	laticaudus	37018790
Carcharhinidae	Triaenodon	obesus	37018038
Carettochelyidae	Carettochelys	insculpta	39012001
Caristiidae	Caristius	digitus	37343004
Caristiidae	Caristius	meridionalis	37343002
Caristiidae	Neocaristius	heemstrai	37343001
Caristiidae	Platyberyx	andriashevi	37343005
Caristiidae	Platyberyx	pietschi	37343006
Caulophrynidae	Caulophryne	jordani	37221001
Centriscidae	Aeoliscus	strigatus	37280003
Centriscidae	Centriscus	cristatus	37280002
Centriscidae	Centriscus	scutatus	37280001
Centrogeniidae	Centrogenys	vaigiensis	37311030
Centrolophidae	Centrolophus	niger	37445004
Centrolophidae	Hyperoglyphe	antarctica	37445001
Centrolophidae	Psenopsis	humerosa	37445007
Centrolophidae	Psenopsis	intermedia	37445018
Centrolophidae	Psenopsis	obscura	37445016
Centrolophidae	Pseudoicichthys	australis	37445015
Centrolophidae	Schedophilus	huttoni	37445003
Centrolophidae	Schedophilus	labyrinthicus	37445014
Centrolophidae	Schedophilus	maculatus	37445017
Centrolophidae	Seriolella	brama	37445005
Centrolophidae	Seriolella	caerulea	37445011
Centrolophidae	Seriolella	punctata	37445006
Centrolophidae	Tubbia	stewarti	37445019
Centrolophidae	Tubbia	tasmanica	37445002
Centrophoridae	Centrophorus	granulosus	37020023
Centrophoridae	Centrophorus	harrissoni	37020010
Centrophoridae	Centrophorus	moluccensis	37020001
Centrophoridae	Centrophorus	squamosus	37020009
Centrophoridae	Centrophorus	westraliensis	37020050
Centrophoridae	Centrophorus	zeehaani	37020011
Centrophoridae	Deania	calceus	37020003
Centrophoridae	Deania	quadrispinosa	37020004
Cepolidae	Acanthocepola	abbreviata	37380002
Cepolidae	Acanthocepola	krusensternii	37380003
